dataset,random_seed,forecast_model,cf_model,horizon,desired_change,fraction_std,forecast_smape,forecast_mase,validity_ratio,proximity,compactness,step_validity_auc
cif2016,39,nbeats,BaseNN,12,0.1,2.25,11.060504858335745,1.6652246934992538,0.7536651234567903,1.5184418267151818,0.017592592592592597,0.6025270061728395
cif2016,39,wavenet,ForecastCF,12,0.1,2.25,9.229029622886715,1.3340127061485476,0.8341049382716049,0.19784552599286206,0.7507716049382716,0.7597415123456791
cif2016,39,wavenet,BaseShift,12,0.1,2.25,9.229029622886715,1.3340127061485476,0.5866126543209877,0.26535478267092205,0.09074074074074075,0.23784722222222224
cif2016,39,wavenet,BaseNN,12,0.1,2.25,9.229029622886715,1.3340127061485476,0.48225308641975306,1.5184418267151818,0.017592592592592597,0.12972608024691357
cif2016,39,seq2seq,ForecastCF,12,0.1,2.25,11.431560400721766,1.6217066261339284,0.837770061728395,0.07911118319468302,0.7862654320987653,0.7418981481481481
cif2016,39,seq2seq,BaseShift,12,0.1,2.25,11.431560400721766,1.6217066261339284,0.6805555555555556,0.26535478267092205,0.09074074074074075,0.5999228395061728
cif2016,39,seq2seq,BaseNN,12,0.1,2.25,11.431560400721766,1.6217066261339284,0.7293595679012347,1.5184418267151818,0.017592592592592597,0.5684799382716049
cif2016,39,gru,ForecastCF,12,0.1,2.25,11.035120740527384,1.5141319376568336,0.8520447530864197,0.07491668040524173,0.7558641975308641,0.7698688271604939
cif2016,39,gru,BaseShift,12,0.1,2.25,11.035120740527384,1.5141319376568336,0.7243441358024691,0.26535478267092205,0.09074074074074075,0.6336805555555556
cif2016,39,gru,BaseNN,12,0.1,2.25,11.035120740527384,1.5141319376568336,0.71875,1.5184418267151818,0.017592592592592597,0.5925925925925926
cif2016,39,nbeats,ForecastCF,12,0.1,2.5,11.060504858335745,1.6652246934992538,0.8323688271604938,0.17565125677680804,0.5919753086419753,0.750096450617284
cif2016,39,nbeats,BaseShift,12,0.1,2.5,11.060504858335745,1.6652246934992538,0.6834490740740741,0.26535478267092205,0.09074074074074075,0.45823688271604934
